Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,329099,,,,329099,,1060613,,,0
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,168564,,,,168564,,788886,,,0
H5,2018,2018,2018,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,84834028,,,,84834028,,19041660,,,0
H5,2018,2018,2018,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,54452,,,,54452,,29368,,,0
H5,2018,2018,2018,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,32334136,,,,32334136,,17544896,,,6
H5,2018,2018,2018,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,51724418,,,,51724418,,12142906,,,0
H5,2018,2018,2018,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,6741541,,,,6741541,,29827498,,,6
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,2357086,,,,2357086,,3651504,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,941659300,,,,941659300,,223571852,,,6
H5,2018,2018,2018,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,24928020,,,,24928020,,5739480,,,0
H5,2018,2018,2018,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,67781428,,,,67781428,,11744886,,,0
H5,2018,2018,2018,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,1827945335,,,,1827945335,,408947435,,,0
H5,2018,2018,2018,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,52818,,,,52818,,89635,,,0
H5,2018,2018,2018,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,29001980,,,,29028589,,12242874,,,0
H5,2018,2018,2018,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,226985868,,,,226985868,,49212639,,,0
H5,2018,2018,2018,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,165523172,,,,186228431,,33164753,,,0
H5,2018,2018,2018,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,924239373,,,,924239373,,162001606,,,0
H5,2018,2018,2018,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,915261,,,,915261,,2150058,,,0
H5,2018,2018,2018,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,606398,,,,606398,,248310,,,6
H5,2018,2018,2018,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,22403074,,,,22403074,,42670215,,,0
H5,2018,2018,2018,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,,,39067200,,,6
H5,2018,2018,2018,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,189867346,,,,189867346,,58153000,,,0
H5,2018,2018,2018,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,92136246,,,,,,23502017,,,6
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,,,501758358,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,1919321028,,393008462,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,3521512076,,,,3521512076,,787194511,,,0
H5,2018,2018,2018,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,5409551884,,,,5409551884,,1049965505,,,0
H5,2018,2018,2018,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,17841,,,,17841,,12489,,,0
H5,2018,2018,2018,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,233678,,,,233678,,188949,,,0
H5,2018,2018,2018,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,889186676,,,,889186676,,175281574,,,0
H5,2018,2018,2018,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,41308790,,,,41308790,,31050726,,,0
H5,2018,2018,2018,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,245399164,,,,245399164,,49828967,,,0
H5,2018,2018,2018,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,157679064,,,,157679064,,64693331,,,6
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,435662878,,,,435662878,,135030729,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,1295844870,,,,,,279421793,,,6
H5,2018,2018,2018,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,69084113,,,,72973987,,56030655,,,0
H5,2018,2018,2018,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,666929616,,,,666929616,,137577619,,,0
H5,2018,2018,2018,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,30206731,,,,30206731,,6474087,,,0
H5,2018,2018,2018,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,171770,,,,171770,,181006,,,0
H5,2018,2018,2018,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,50530326,,,,50530326,,11489407,,,6
H5,2018,2018,2018,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,599750820,,,,,,266720081,,,6
H5,2018,2018,2018,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,3528812563,,,,3528812563,,987796418,,,6
H5,2018,2018,2018,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,81707641,,,,81707641,,22797077,,,0
H5,2018,2018,2018,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,760602644,,,,760602644,,170061136,,,6
H5,2018,2018,2018,4,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,5804,,,,5804,,16915,,,0
H5,2018,2018,2018,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,,,235540465,,,6
H5,2018,2018,2018,4,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,634440380,,,,634440380,,128184770,,,0
H5,2018,2018,2018,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,21025942,,,,21025942,,5502531,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,0,,110766800,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,22337902,,,,22337902,,5838505,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,737225105,,,,737225105,,159548397,,,6
H5,2018,2018,2018,4,0,1,Import,364,Iran,IRN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,8982843079,,,,8982843079,,2115338146,,,0
H5,2018,2018,2018,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,1605097061,,,,1605097061,,323826680,,,6
H5,2018,2018,2018,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,1511031140,,,,,,326733000,,,6
H5,2018,2018,2018,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,5755388818,,,,5755388818,,1204956722,,,0
H5,2018,2018,2018,4,0,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,35420123,,,,35420123,,9135403,,,0
H5,2018,2018,2018,4,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,257131130,,,,257131130,,51191773,,,0
H5,2018,2018,2018,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,15801822244,,,,15801822244,,3368528115,,,6
H5,2018,2018,2018,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,4086702,,,,4086702,,5033052,,,0
H5,2018,2018,2018,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,811427499,,,,811427499,,184742248,,,0
H5,2018,2018,2018,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,10166337627,,,,10166337627,,2132566462,,,6
H5,2018,2018,2018,4,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,132713056,,,,132713056,,45174867,,,0
H5,2018,2018,2018,4,0,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,580236,,,,580236,,1273153,,,0
H5,2018,2018,2018,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,494555,,,,494555,,1921073,,,6
H5,2018,2018,2018,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,565895798,,,,565895798,,117187384,,,0
H5,2018,2018,2018,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,205243013,,,,205243013,,35892461,,,0
H5,2018,2018,2018,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,188162933,,,,188162933,,38887713,,,0
H5,2018,2018,2018,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,15904607,,,,15904607,,7883183,,,6
H5,2018,2018,2018,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,3492553,,,,3491748,,2009671,,,0
H5,2018,2018,2018,4,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,3835700199,,,,3835700199,,822973368,,,0
H5,2018,2018,2018,4,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,184797,,,,184797,,221726,,,0
H5,2018,2018,2018,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,47471199,,,,47471199,,10126903,,,0
H5,2018,2018,2018,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,113029090,,,,113028890,,24355518,,,0
H5,2018,2018,2018,4,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,4178904973,,,,4178904973,,854479600,,,6
H5,2018,2018,2018,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,9548477,,,,9548477,,2190054,,,0
H5,2018,2018,2018,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,27710664,,,,27710664,,5404458,,,0
H5,2018,2018,2018,4,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,2359618074,,,,2359618074,,495102904,,,0
H5,2018,2018,2018,4,0,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,1005,Maize (corn),1,No Quantity,0,,,,,,41529666,,,6
H5,2018,2018,2018,4,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,206185985,,,,206185985,,45498344,,,0
H5,2018,2018,2018,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,114705452,,,,,,26577594,,,6
H5,2018,2018,2018,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,5998044955,,,,5998044955,,1317531859,,,6
H5,2018,2018,2018,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,115858484,,,,115858484,,30681667,,,0
H5,2018,2018,2018,4,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,220825970,,,,220825970,,45554403,,,0
H5,2018,2018,2018,4,0,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,48343245,,,,48343245,,4761434,,,0
H5,2018,2018,2018,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,100836004,,,,100836004,,23057755,,,0
H5,2018,2018,2018,4,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,5910,,,,5910,,6500,,,0
H5,2018,2018,2018,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,28201000,,,,28201000,,81134789,,,0
H5,2018,2018,2018,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,11136599,,,,11136599,,45072018,,,0
H5,2018,2018,2018,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,3556224622,,,,3556224622,,711309517,,,0
H5,2018,2018,2018,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,294646673,,,,294646673,,148600320,,,0
H5,2018,2018,2018,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,2866891187,,,,2866891187,,572805739,,,6
H5,2018,2018,2018,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,416964798,,,,416964798,,145575694,,,6
H5,2018,2018,2018,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,44181828,,,,44181828,,157710631,,,0
H5,2018,2018,2018,4,0,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,137796716,,,,137796716,,30939259,,,0
H5,2018,2018,2018,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,9920456,,,,9920456,,18491929,,,0
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,4062084,,,,4060715,,1181358,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,30962729,,,,30962729,,15507911,,,0
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,37162008,,,,37162008,,9569842,,,6
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,159350272,,,,159350272,,57387044,,,0
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,9701556951,,,,,,2108102619,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,210826040,,,,210826040,,46957931,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,8733750,,,,8733750,,43797290,,,0
H5,2018,2018,2018,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,92846581,,,,92846581,,46356253,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,9507668154,,,,9507668154,,1968484248,,,0
H5,2018,2018,2018,4,0,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,442903,,,,442903,,476655,,,6
H5,2018,2018,2018,4,0,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,117831848,,,,117831848,,22854191,,,0
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,77614946,,,,77614946,,23416474,,,6
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,132119619,,,,132119619,,44129589,,,6
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,161411284,,,,161411284,,33157090,,,6
H5,2018,2018,2018,4,0,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,933600,,,,933600,,254547,,,0
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,414666313,,,,414666313,,110592275,,,0
H5,2018,2018,2018,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,865876913,,,,865876913,,165578023,,,0
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,2863843249,,,,2863843249,,594993538,,,0
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,600789,,,,595121,,765487,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,51639946,,,,51641506,,12660024,,,0
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,2630904046,,,,2630904046,,591531345,,,0
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,22448046,,,,22448046,,20739654,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,830826048,,,,830826048,,385526298,,,0
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,566405309,,,,566405309,,121866457,,,0
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,42747340,,,,42747340,,9825019,,,0
H5,2018,2018,2018,4,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,608335257,,,,608335257,,148853033,,,0
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,1005,Maize (corn),8,Weight in kilograms,1533637,,,,1533637,,2503755,,,0
H5,2018,2018,2018,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,408007,,,,408007,,341939,,,0
H5,2018,2018,2018,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,26265736,,,,26265736,,10827130,,,0
H5,2018,2018,2018,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,6443247597,,,,6443247597,,2505671635,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,1187345,,,,1187345,,1539045,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,115588530,,,,115588530,,55750557,,,6
H5,2018,2018,2018,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,46001,,,,46001,,52016,,,0
H5,2018,2018,2018,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,457050,,,,457050,,195971,,,0
H5,2018,2018,2018,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,545548425,,,,545548425,,240174166,,,0
H5,2018,2018,2018,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,302,,,,302,,2511,,,0
H5,2018,2018,2018,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,2514985,,,,2514985,,1320404,,,0
H5,2018,2018,2018,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,26506517,,,,26506517,,10663114,,,0
H5,2018,2018,2018,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,1424568,,,,1531944,,603575,,,0
H5,2018,2018,2018,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,186971721,,,,186971831,,65453974,,,0
H5,2018,2018,2018,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,39191,,,,39191,,23557,,,0
H5,2018,2018,2018,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,620842,,,,620842,,504510,,,6
H5,2018,2018,2018,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,488613,,,,488613,,299382,,,0
H5,2018,2018,2018,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,10063971,,,,10063971,,4748078,,,0
H5,2018,2018,2018,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,389009801,,,,389009801,,165414300,,,0
H5,2018,2018,2018,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,13945,,,,13945,,7032,,,6
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,1005937098,,,,1005937098,,374413523,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,131227786,,,,131227786,,57716202,,,6
H5,2018,2018,2018,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,88033562498,,,,88033562498,,38077973751,,,0
H5,2018,2018,2018,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,650473561,,,,650473561,,249804152,,,0
H5,2018,2018,2018,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,893,,,,893,,20859,,,0
H5,2018,2018,2018,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,1648,,,,1648,,2529,,,0
H5,2018,2018,2018,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,312663157,,,,312663157,,126153687,,,0
H5,2018,2018,2018,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,5861831,,,,5861831,,3498476,,,0
H5,2018,2018,2018,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,3703,,,,3703,,8359,,,0
H5,2018,2018,2018,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,21247194,,,,21247194,,10808122,,,6
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,1201,"Soya beans, whether or not broken",8,Weight in kilograms,16872522,,,,16872522,,11968004,,,0
